58.20.141.254;;;tcp;5000;upnp;open;;;syn-ack;;3;
58.20.141.254;;;tcp;7070;realserver;open;;;syn-ack;;3;
58.20.141.254;;;tcp;8000;http-alt;open;;;syn-ack;;3;
58.20.141.254;;;tcp;8008;http;open;;;syn-ack;;3;
58.20.141.254;;;tcp;8009;ajp13;open;;;syn-ack;;3;
58.20.141.254;;;tcp;8080;http-proxy;open;;;syn-ack;;3;
58.20.141.254;;;tcp;8081;blackice-icecap;open;;;syn-ack;;3;
58.20.141.254;;;tcp;8443;https-alt;open;;;syn-ack;;3;
58.20.141.254;;;tcp;8888;sun-answerbook;open;;;syn-ack;;3;
58.20.141.254;;;tcp;9100;jetdirect;open;;;syn-ack;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
220.248.245.131;131.245.248.220.adsl-pool.ah.cnuninet.net;PTR;tcp;25;smtp;open;;;syn-ack;;3;
220.248.245.131;131.245.248.220.adsl-pool.ah.cnuninet.net;PTR;tcp;80;http;open;;;syn-ack;;3;
220.248.245.131;131.245.248.220.adsl-pool.ah.cnuninet.net;PTR;tcp;110;pop3;open;;;syn-ack;;3;
220.248.245.131;131.245.248.220.adsl-pool.ah.cnuninet.net;PTR;tcp;143;imap;open;;;syn-ack;;3;
220.248.245.131;131.245.248.220.adsl-pool.ah.cnuninet.net;PTR;tcp;443;https;open;;;syn-ack;;3;
220.248.245.131;131.245.248.220.adsl-pool.ah.cnuninet.net;PTR;tcp;465;smtps;open;;;syn-ack;;3;
220.248.245.131;131.245.248.220.adsl-pool.ah.cnuninet.net;PTR;tcp;993;imaps;open;;;syn-ack;;3;
220.248.245.131;131.245.248.220.adsl-pool.ah.cnuninet.net;PTR;tcp;995;pop3s;open;;;syn-ack;;3;
220.248.245.131;131.245.248.220.adsl-pool.ah.cnuninet.net;PTR;tcp;8080;http-proxy;open;;;syn-ack;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
36.33.26.149;149.26.33.36.adsl-pool.ah.cnuninet.net;PTR;tcp;80;http;open;;;syn-ack;;3;
36.33.26.149;149.26.33.36.adsl-pool.ah.cnuninet.net;PTR;tcp;443;https;open;;;syn-ack;;3;
36.33.26.149;149.26.33.36.adsl-pool.ah.cnuninet.net;PTR;tcp;8081;blackice-icecap;open;;;syn-ack;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
103.107.215.20;;;tcp;80;http;open;;;syn-ack;;3;
103.107.215.20;;;tcp;81;hosts2-ns;open;;;syn-ack;;3;
103.107.215.20;;;tcp;88;kerberos-sec;open;;;syn-ack;;3;
103.107.215.20;;;tcp;111;rpcbind;open;;;syn-ack;;3;
103.107.215.20;;;tcp;443;https;open;;;syn-ack;;3;
103.107.215.20;;;tcp;444;snpp;open;;;syn-ack;;3;
103.107.215.20;;;tcp;1025;NFS-or-IIS;open;;;syn-ack;;3;
103.107.215.20;;;tcp;1026;LSA-or-nterm;open;;;syn-ack;;3;
103.107.215.20;;;tcp;1723;pptp;open;;;syn-ack;;3;
103.107.215.20;;;tcp;2000;cisco-sccp;open;;;syn-ack;;3;
103.107.215.20;;;tcp;2001;dc;open;;;syn-ack;;3;
103.107.215.20;;;tcp;3000;ppp;open;;;syn-ack;;3;
103.107.215.20;;;tcp;4899;radmin;open;;;syn-ack;;3;
103.107.215.20;;;tcp;6000;X11;open;;;syn-ack;;3;
103.107.215.20;;;tcp;6001;X11:1;open;;;syn-ack;;3;
103.107.215.20;;;tcp;7070;realserver;open;;;syn-ack;;3;
103.107.215.20;;;tcp;8000;http-alt;open;;;syn-ack;;3;
103.107.215.20;;;tcp;8008;http;open;;;syn-ack;;3;
103.107.215.20;;;tcp;8009;ajp13;open;;;syn-ack;;3;
103.107.215.20;;;tcp;8080;http-proxy;open;;;syn-ack;;3;
103.107.215.20;;;tcp;8081;blackice-icecap;open;;;syn-ack;;3;
103.107.215.20;;;tcp;8443;https-alt;open;;;syn-ack;;3;
103.107.215.20;;;tcp;8888;sun-answerbook;open;;;syn-ack;;3;
103.107.215.20;;;tcp;9100;jetdirect;open;;;syn-ack;;3;
103.107.215.20;;;tcp;9999;abyss;open;;;syn-ack;;3;
103.107.215.20;;;tcp;10000;snet-sensor-mgmt;open;;;syn-ack;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
47.98.244.53;;;tcp;22;ssh;closed;;;reset;;3;
47.98.244.53;;;tcp;3389;ms-wbt-server;open;;;syn-ack;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
36.7.109.160;;;tcp;7;echo;closed;;;reset;;3;
36.7.109.160;;;tcp;9;discard;closed;;;reset;;3;
36.7.109.160;;;tcp;13;daytime;closed;;;reset;;3;
36.7.109.160;;;tcp;21;ftp;closed;;;reset;;3;
36.7.109.160;;;tcp;22;ssh;closed;;;reset;;3;
36.7.109.160;;;tcp;23;telnet;closed;;;reset;;3;
36.7.109.160;;;tcp;25;smtp;closed;;;reset;;3;
36.7.109.160;;;tcp;26;rsftp;closed;;;reset;;3;
36.7.109.160;;;tcp;37;time;closed;;;reset;;3;
36.7.109.160;;;tcp;53;domain;closed;;;reset;;3;
36.7.109.160;;;tcp;79;finger;closed;;;reset;;3;
36.7.109.160;;;tcp;80;http;open;;;syn-ack;;3;
36.7.109.160;;;tcp;81;hosts2-ns;open;;;syn-ack;;3;
